item_name,qty_sold(kg)
Red Hang Pepper,0.113
Water Chestnut,0.201
Needle Mushroom (Bag) (2),1.0
Needle Mushroom (Bag) (2),1.0
Net Lotus Root (1),0.336
Xixia Mushroom (1),0.401
Yunnan Shengcai,0.445
Ping Mushroom,0.216
Garden Chrysanthemum,0.253
Needle Mushroom (Bag) (2),1.0
Broccoli,0.29
Spinach,0.571
Water Chestnut,0.386
Needle Mushroom (Bag) (2),1.0
Xixia Mushroom (1),0.309
Niushou Shengcai,0.604
Spinach,0.587
Xixia Mushroom (1),0.694
Zhijiang Red Bolt,1.061
Needle Mushroom (Bag) (2),1.0
Xixia Mushroom (1),0.217
Spinach,0.487
Zhijiang Red Bolt,0.581
Xixia Mushroom (1),0.51
Haixian Mushroom (Bag) (4),1.0
Needle Mushroom (Bag) (2),1.0
Xixia Mushroom (1),0.268
Eggplant (2),0.442
Needle Mushroom (Bag) (2),1.0
Net Lotus Root (1),0.436
Xixia Mushroom (1),0.351
Xixia Mushroom (1),0.243
Xixia Mushroom (1),0.251
Caixin (Bag),1.0
Xixia Mushroom (1),0.226
Ping Mushroom,0.187
Xixia Mushroom (1),0.368
Wuhu Green Pepper (1),0.465
Xiaoqingcai (1),0.403
Yunnan Shengcai,0.316
Xixia Mushroom (1),0.151
Xixia Mushroom (1),0.351
Net Lotus Root (1),0.604
Niushou Shengcai,0.487
Net Lotus Root (1),0.47
Broccoli,0.904
Net Lotus Root (1),1.057
Dongmenkou Xiaobaicai,0.707
Net Lotus Root (1),0.352
Wuhu Green Pepper (1),0.276
Xixia Mushroom (1),0.41
Spinach,0.302
Wuhu Green Pepper (1),0.528
Yunnan Shengcai,0.489
Garden Chrysanthemum,0.354
Needle Mushroom (Bag) (2),1.0
Xixia Mushroom (1),0.151
Broccoli,0.391
Xixia Mushroom (1),0.234
Garden Chrysanthemum,0.455
Luosi Pepper,0.663
Broccoli,0.469
Wuhu Green Pepper (1),0.766
Net Lotus Root (1),0.587
Xixia Mushroom (1),0.535
Ping Mushroom,0.489
Zhijiang Red Bolt,0.758
Xixia Mushroom (1),0.276
Xixia Mushroom (1),0.268
Haixian Mushroom (Bag) (4),1.0
Eggplant (2),0.442
Xixia Mushroom (1),0.518
Spinach,0.235
Needle Mushroom (Bag) (2),1.0
Needle Mushroom (Bag) (2),1.0
Xixia Mushroom (1),0.343
Xixia Mushroom (1),0.309
Xixia Mushroom (1),0.577
Broccoli,0.446
Millet Pepper (Bag),1.0
Broccoli,0.413
Xixia Mushroom (1),0.343
Needle Mushroom (Bag) (2),1.0
Xixia Mushroom (1),0.552
Net Lotus Root (1),1.007
Niushou Shengcai,0.654
Zhuyecai,0.311
Spinach,0.487
Xixia Mushroom (1),0.259
Xixia Mushroom (1),0.226
Spinach,0.285
Broccoli,0.625
Niushou Shengcai,0.487
Dongmenkou Xiaobaicai,0.53
Net Lotus Root (1),0.755
Wuhu Green Pepper (1),0.591
Garden Chrysanthemum,0.53
Spinach,0.285
Net Lotus Root (1),0.487
Wuhu Green Pepper (1),0.691
Broccoli,0.391
Huangbaicai (2),0.474
Caixin,0.352
Yunnan Shengcai,0.316
Yunnan Shengcai,0.517
Wuhu Green Pepper (1),0.302
Net Lotus Root (1),0.755
Xixia Mushroom (1),0.276
Shanghai Green (Bag),1.0
Xixia Mushroom (1),0.293
Dongmenkou Xiaobaicai,0.455
Wuhu Green Pepper (1),0.264
Zhuyecai,0.261
Needle Mushroom (Bag) (2),1.0
Zhijiang Red Bolt,0.455
Spinach,0.218
Spinach,0.269
Wuhu Green Pepper (1),0.138
Broccoli,0.413
Needle Mushroom (Bag) (2),1.0
Net Lotus Root (1),0.671
Niushou Shengcai,0.503
Eggplant (2),0.382
Xiaoqingcai (1),0.544
Xixia Mushroom (1),0.159
Water Chestnut,0.621
Net Lotus Root (1),0.336
Xixia Mushroom (1),0.276
Wuhu Green Pepper (1),0.427
Red Pepper (1),0.232
Wuhu Green Pepper (1),0.214
Wuhu Green Pepper (1),0.327
Naibaicai,0.51
Broccoli,0.246
Garden Chrysanthemum,0.303
Haixian Mushroom (Bag) (4),1.0
Broccoli,0.402
Xixia Mushroom (1),0.284
Garden Chrysanthemum,0.48
Xixia Mushroom (1),0.418
Wuhu Green Pepper (1),0.389
Ping Mushroom,0.431
Wuhu Green Pepper (1),0.276
Xixia Mushroom (1),0.326
Wuhu Green Pepper (1),0.339
Needle Mushroom (Bag) (2),1.0
Needle Mushroom (Bag) (2),1.0
Millet Pepper (Bag),1.0
Red Pepper (1),0.201
Net Lotus Root (1),0.42
Green Line Pepper,0.351
Yunnan Shengcai,0.273
Xixia Mushroom (1),0.318
Shanghaiqing,0.222
Spinach,0.319
Yunnan Leaf Lettuce (Bag),1.0
Needle Mushroom (Bag) (2),1.0
Niushou Shengcai,0.554
Niushou Shengcai,0.235
Broccoli,0.402
Needle Mushroom (Bag) (2),1.0
Shanghaiqing,0.605
Millet Pepper,0.076
Xixia Mushroom (1),0.268
Yunnan Shengcai,0.618
Broccoli,0.368
Wuhu Green Pepper (1),0.239
Broccoli,0.714
Wuhu Green Pepper (1),0.251
Xixia Mushroom (1),0.243
Broccoli,0.402
Spinach,0.336
Wuhu Green Pepper (1),0.389
Garden Chrysanthemum,0.758
Xixia Mushroom (1),0.36
Xixia Mushroom (1),0.201
Net Lotus Root (1),0.336
Garden Chrysanthemum,0.278
Net Lotus Root (1),0.638
Ping Mushroom,0.273
Haixian Mushroom (Bag) (4),1.0
Spinach,0.235
Garden Chrysanthemum,0.328
Zhijiang Red Bolt,0.429
Luosi Pepper,0.372
Eggplant (2),0.422
Xixia Mushroom (1),0.351
Garden Chrysanthemum,0.404
Green Line Pepper,0.201
Broccoli,0.368
Xixia Mushroom (1),0.393
Xixia Mushroom (1),0.234
Garden Chrysanthemum,0.278
Dongmenkou Xiaobaicai,0.278
Spinach,0.352
Haixian Mushroom (Bag) (4),1.0
Garden Chrysanthemum,0.303
Needle Mushroom (Bag) (2),1.0
Haixian Mushroom (Bag) (4),1.0
Yellow Xincai (1),0.645
Spinach,0.571
Wuhu Green Pepper (1),0.565
Dongmenkou Xiaobaicai,0.53
Naibaicai,0.306
Dongmenkou Xiaobaicai,0.253
Xixia Mushroom (1),0.351
Xixia Mushroom (1),0.217
Broccoli,0.368
Xixia Mushroom (1),0.293
Yellow Xincai (1),0.585
Xixia Mushroom (1),0.426
Needle Mushroom (Bag) (2),1.0
Wuhu Green Pepper (1),0.427
Yunnan Shengcai,0.546
Garden Chrysanthemum,0.227
Green Line Pepper,0.115
Yellow Xincai (1),0.988
Wuhu Green Pepper (1),0.339
Xixia Mushroom (1),0.36
Xiaoqingcai (1),0.504
Yellow Xincai (1),0.988
Broccoli,0.335
Red Pepper (1),0.326
Net Lotus Root (1),0.889
Yellow Xincai (1),1.149
Yunnan Leaf Lettuce (Bag),1.0
Spinach,0.487
Dongmenkou Xiaobaicai,0.606
Xixia Mushroom (1),0.201
Xixia Mushroom (1),0.309
Yunnan Shengcai,0.374
Zhijiang Red Bolt,0.455
Yunnan Leaf Lettuce (Bag),1.0
Garden Chrysanthemum,0.707
Yunnan Shengcai,0.575
Water Chestnut,0.336
Spinach,0.621
Eggplant (2),0.412
Shanghai Green (Bag),1.0
Net Lotus Root (1),0.822
Spinach,0.604
Haixian Mushroom (Bag) (4),1.0
Haixian Mushroom (Bag) (4),1.0
Dongmenkou Xiaobaicai,0.53
Needle Mushroom (Bag) (2),1.0
Broccoli,0.737
Haixian Mushroom (Bag) (4),1.0
Broccoli,0.435
Xixia Mushroom (1),0.1
Zhijiang Red Bolt,0.808
Broccoli,0.38
Dongmenkou Xiaobaicai,0.253
Spinach,0.269
Haixian Mushroom (Bag) (4),1.0
Spinach,0.285
Yunnan Shengcai,0.546
Yunnan Leaf Lettuce (Bag),1.0
Broccoli,0.324
Xixia Mushroom (1),0.209
Yunnan Leaf Lettuce (Bag),1.0
Zhuyecai,0.231
Wuhu Green Pepper (1),0.678
Broccoli,0.257
Luosi Pepper,0.251
Xixia Mushroom (1),0.209
Red Hang Pepper,0.121
Wuhu Green Pepper (1),0.352
Garden Chrysanthemum,0.303
Dongmenkou Xiaobaicai,0.253
Naibaicai,0.714
Spinach,0.571
Broccoli,0.335
Wuhu Green Pepper (1),0.377
Spinach (Bag),1.0
Xixia Mushroom (1),0.234
Spinach,0.235
Xixia Mushroom (1),0.368
Needle Mushroom (Bag) (2),1.0
Wuhu Green Pepper (1),0.226
Red Pepper (1),0.288
Wuhu Green Pepper (1),0.628
Yellow Xincai (1),0.827
Lameizi,0.645
Wuhu Green Pepper (1),0.565
Broccoli,0.424
Xixia Mushroom (1),0.243
Zhijiang Red Bolt,0.404
Net Lotus Root (1),0.906
Xixia Mushroom (1),0.276
Xixia Mushroom (1),0.192
Dongmenkou Xiaobaicai,0.556
Wuhu Green Pepper (1),0.188
Spinach,0.302
Xixia Mushroom (1),0.201
Dongmenkou Xiaobaicai,0.48
Wuhu Green Pepper (1),0.503
Broccoli,0.569
Wuhu Green Pepper (1),0.905
Zhijiang Red Bolt,0.833
Yunnan Leaf Lettuce (Bag),1.0
Green Eggplant (1),0.522
Xixia Mushroom (1),0.134
Eggplant (2),0.361
Green Line Pepper,0.244
Net Lotus Root (1),0.453
Broccoli,0.435
Wuhu Green Pepper (1),0.616
Xixia Mushroom (1),0.552
Wuhu Green Pepper (1),0.578
Xixia Mushroom (1),0.401
Red Hang Pepper,1.203
Caixin,0.285
Green Line Pepper,0.172
Xixia Mushroom (1),0.217
Wuhu Green Pepper (1),0.352
Wuhu Green Pepper (1),0.314
Luosi Pepper,0.412
Xixia Mushroom (1),0.36
Xixia Mushroom (1),0.192
Broccoli,0.368
Ping Mushroom,0.23
Yellow Xincai (1),0.867
Xiaoqingcai (1),0.383
Yunnan Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Shengcai,0.503
Wuhu Green Pepper (1),0.327
Xixia Mushroom (1),0.284
Xixia Mushroom (1),0.309
Xixia Mushroom (1),0.518
Broccoli,0.38
Xixia Mushroom (1),0.234
Yellow Xincai (1),0.746
Xixia Mushroom (1),0.201
Broccoli,0.413
Dongmenkou Xiaobaicai,0.48
Haixian Mushroom (Bag) (4),1.0
Haixian Mushroom (Bag) (4),1.0
Wuhu Green Pepper (1),0.151
Yunnan Shengcai,0.489
Net Lotus Root (1),0.856
Xiaoqingcai (1),0.343
Zhijiang Red Bolt,0.328
Spinach,0.369
Xixia Mushroom (1),0.418
Niushou Shengcai,0.285
Wuhu Green Pepper (1),0.163
Garden Chrysanthemum (Bag),1.0
Wuhu Green Pepper (1),0.226
Xixia Mushroom (1),0.276
Xixia Mushroom (1),0.134
Red Hang Pepper,0.184
Lameizi,0.144
Wuhu Green Pepper (1),0.214
Zhijiang Red Bolt,0.48
Wuhu Green Pepper (1),0.792
Yellow Xincai (1),1.028
Xixia Mushroom (1),0.627
Xixia Mushroom (1),0.351
Yunnan Leaf Lettuce (Bag),1.0
Eggplant (2),0.442
Wuhu Green Pepper (1),0.276
Wuhu Green Pepper (1),0.289
Eggplant (2),0.623
Broccoli,0.58
Broccoli,0.346
Yellow Xincai (1),0.504
Eggplant (2),0.653
Naibaicai,0.51
Yunnan Shengcai,0.172
Xixia Mushroom (1),0.117
Xixia Mushroom (1),0.192
Wuhu Green Pepper (1),0.49
Xixia Mushroom (1),0.502
Wuhu Green Pepper (1),0.477
Wuhu Green Pepper (1),0.364
Wuhu Green Pepper (1),0.515
Broccoli,0.313
Naibaicai,0.765
Xixia Mushroom (1),0.426
Wuhu Green Pepper (1),0.377
Niushou Shengcai,0.269
Xixia Mushroom (1),0.527
Luosi Pepper,0.743
Yellow Xincai (1),0.726
Xixia Mushroom (1),0.192
Wuhu Green Pepper (1),0.44
Yunnan Shengcai,0.201
Wuhu Green Pepper (1),0.352
Xixia Mushroom (1),0.368
Yellow Xincai (1),0.807
Yellow Xincai (1),0.907
Changxianqie,0.351
Wuhu Green Pepper (1),0.327
Broccoli,0.402
Broccoli,0.491
Wuhu Green Pepper (1),0.276
Xixia Mushroom (1),0.485
Xixia Mushroom (1),0.343
Xixia Mushroom (1),1.054
Xixia Mushroom (1),0.284
Wuhu Green Pepper (1),0.226
Broccoli,0.279
Xixia Mushroom (1),0.142
Xixia Mushroom (1),0.268
Changxianqie,0.294
Shanghai Green (Bag),1.0
Shanghai Green (Bag),1.0
Naibaicai,0.51
Caixin (Bag),1.0
Shanghai Green (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Shanghai Green (Bag),1.0
Wuhu Green Pepper (1),0.201
Yunnan Shengcai,0.402
Naibaicai,0.357
Broccoli,0.368
Xixia Mushroom (1),0.142
Naibaicai,0.51
Broccoli,0.279
Xixia Mushroom (1),0.272
Net Lotus Root (1),1.107
Wuhu Green Pepper (1),0.327
Niushou Youcai,0.473
Niushou Shengcai,0.218
Xiaoqingcai (1),0.665
Millet Pepper (Bag),1.0
Green Line Pepper,0.193
Green Hot Peppers,0.11
Red Pepper (1),0.276
Wuhu Green Pepper (1),0.163
Ping Mushroom,0.352
Net Lotus Root (1),0.369
Ping Mushroom,0.402
Xiaoqingcai (2),1.0
Yunnan Lettuce (Bag),1.0
Needle Mushroom (Bag) (2),1.0
Net Lotus Root (1),1.879
Net Lotus Root (1),0.654
Net Lotus Root (1),0.201
Spinach (Bag),1.0
Needle Mushroom (Bag) (2),1.0
Wuhu Green Pepper (1),0.226
Zhijiang Red Bolt (Bag),1.0
Spinach,0.168
Garden Chrysanthemum,0.278
Yunnan Shengcai,0.187
Shanghai Green (Bag),1.0
Zhijiang Red Bolt,0.657
Wuhu Green Pepper (1),0.201
Wuhu Green Pepper (1),0.415
Naibaicai,0.459
Yunnan Shengcai,0.431
Net Lotus Root (1),0.269
Net Lotus Root (1),0.453
Xiaoqingcai (2),1.0
Net Lotus Root (1),2.668
Ping Mushroom,0.49
Net Lotus Root (1),1.46
Ping Mushroom,0.289
Yunnan Shengcai,0.388
Spinach,0.453
Net Lotus Root (1),1.04
Ping Mushroom,0.729
Xixia Mushroom (1),0.373
Garden Chrysanthemum,0.48
Ping Mushroom,0.477
Net Lotus Root (1),1.393
Garden Chrysanthemum (Bag),1.0
Garden Chrysanthemum (Bag),1.0
Spinach (Bag),1.0
Spinach (Bag),1.0
Wuhu Green Pepper (1),0.49
Spinach,0.336
Yunnan Shengcai,0.56
Wuhu Green Pepper (1),0.176
Green Line Pepper,0.079
Broccoli,0.38
Net Lotus Root (1),0.772
Needle Mushroom (Bag) (2),1.0
Garden Chrysanthemum,0.379
Ping Mushroom,0.352
Wuhu Green Pepper (1),0.44
Net Lotus Root (1),0.571
Garden Chrysanthemum,0.606
Xixia Mushroom (1),0.33
Broccoli,0.38
Spinach,0.352
Niushou Youcai,0.507
Wuhu Green Pepper (1),0.314
Ping Mushroom,0.389
Niushou Youcai,0.98
Spinach,0.336
Spinach,0.352
Garden Chrysanthemum,0.404
Spinach,0.319
Yunnan Shengcai,0.187
Broccoli,0.313
Wuhu Green Pepper (1),0.427
Spinach,0.302
Shanghai Green (Bag),1.0
Niushou Youcai,0.574
Huangbaicai (2),0.489
Garden Chrysanthemum,0.379
Yunnan Lettuce (Bag),1.0
Eggplant (2),0.392
Niushou Shengcai,0.755
Xixia Mushroom (1),0.759
Garden Chrysanthemum,1.338
Niushou Shengcai,0.889
Niushou Youcai,0.878
Spinach,0.503
Net Lotus Root (1),1.107
Garden Chrysanthemum,0.429
Spinach,0.302
Red Pepper (1),0.332
Lameizi,0.282
Net Lotus Root (1),0.923
Xixia Mushroom (1),0.1
Ping Mushroom,0.352
Garden Chrysanthemum,0.505
Xixia Mushroom (1),0.229
Broccoli,0.413
Niushou Shengcai,0.47
Broccoli,0.257
Garden Chrysanthemum,0.303
Naibaicai,1.071
Niushou Youcai,0.912
Wuhu Green Pepper (1),0.553
Net Lotus Root (1),0.319
Net Lotus Root (1),1.309
Wuhu Green Pepper (1),0.503
Ping Mushroom,0.226
Net Lotus Root (1),1.342
Spinach,0.336
Xixia Mushroom (1),0.143
Broccoli,0.301
Spinach,0.621
Ping Mushroom,0.515
Spinach,0.285
Wuhu Green Pepper (1),0.352
Xixia Mushroom (1),0.301
Red Pepper (1),0.232
Wuhu Green Pepper (1),0.226
Garden Chrysanthemum,0.328
Wuhu Green Pepper (1),0.364
Xixia Mushroom (1),0.201
Net Lotus Root (1),1.225
Xiaoqingcai (2),1.0
Wuhu Green Pepper (1),0.314
Broccoli,0.335
Broccoli,0.38
Xixia Mushroom (1),0.229
Net Lotus Root (1),1.376
Garden Chrysanthemum,0.657
Wuhu Green Pepper (1),0.352
Xiaoqingcai (2),1.0
Xiaoqingcai (2),1.0
Xiaoqingcai (2),1.0
Xixia Mushroom (1),0.373
Xixia Mushroom (1),0.487
Xixia Mushroom (1),0.193
Ping Mushroom,0.628
Spinach,0.386
Needle Mushroom (Bag) (2),1.0
Niushou Youcai,0.541
Garden Chrysanthemum,0.303
Net Lotus Root (1),0.688
Yunnan Lettuce (Bag),1.0
Xixia Mushroom (1),0.208
Spinach,0.302
Yunnan Leaf Lettuce (Bag),1.0
Garden Chrysanthemum (Bag),1.0
Net Lotus Root (1),0.587
Wuhu Green Pepper (1),0.377
Red Pepper (1),0.194
Zhijiang Red Bolt,0.278
Net Lotus Root (1),0.319
Wuhu Green Pepper (1),0.289
Xixia Mushroom (1),0.193
Spinach,0.453
Broccoli,0.324
Niushou Youcai,0.541
Naibaicai,0.306
Spinach,0.52
Wuhu Green Pepper (1),0.327
Yunnan Shengcai,0.345
Garden Chrysanthemum,0.606
Net Lotus Root (1),1.46
Ping Mushroom,0.251
Haixian Mushroom (Bag) (4),1.0
Needle Mushroom (Bag) (2),1.0
Naibaicai,0.357
Spinach,0.302
Garden Chrysanthemum,0.303
Broccoli,0.201
Net Lotus Root (1),0.973
Wuhu Green Pepper (1),0.377
Niushou Youcai,0.574
Caixin (Bag),1.0
Xixia Mushroom (1),0.38
Naibaicai,0.561
Wuhu Green Pepper (1),0.251
Millet Pepper (Bag),1.0
Wuhu Green Pepper (1),0.264
Naibaicai,0.255
Spinach,0.185
Ping Mushroom,0.415
Wuhu Green Pepper (1),0.427
Naibaicai,0.459
Net Lotus Root (1),0.621
Net Lotus Root (1),0.436
Net Lotus Root (1),0.738
Naibaicai,0.255
Broccoli,0.38
Yunnan Shengcai,0.201
Net Lotus Root (1),2.836
Zhijiang Red Bolt,1.54
Niushou Shengcai,0.218
Haixian Mushroom (Bag) (4),1.0
Garden Chrysanthemum,0.429
Spinach,0.352
Net Lotus Root (1),0.252
Spinach,0.336
Zhijiang Red Bolt,0.631
Net Lotus Root (1),0.839
Xixia Mushroom (1),0.494
Shanghai Green (Bag),1.0
Xixia Mushroom (1),0.165
Xixia Mushroom (1),0.58
Spinach,0.453
Huangbaicai (2),0.647
Zhijiang Red Bolt (Bag),1.0
Ping Mushroom,0.101
Wuhu Green Pepper (1),0.138
Wuhu Green Pepper (1),0.402
Wuhu Green Pepper (1),0.314
Net Lotus Root (1),0.42
Ping Mushroom,0.389
Zhijiang Red Bolt (Bag),1.0
Haixian Mushroom (Bag) (4),1.0
Spinach,0.302
Needle Mushroom (Bag) (2),1.0
Xixia Mushroom (1),0.437
Net Lotus Root (1),0.554
Yunnan Leaf Lettuce (Bag),1.0
Spinach,0.52
Naibaicai,0.459
Ping Mushroom,0.239
Xixia Mushroom (1),0.279
Xixia Mushroom (1),0.222
Lameizi,0.407
Garden Chrysanthemum,0.227
Millet Pepper (Bag),1.0
Broccoli,0.513
Wuhu Green Pepper (1),0.352
Spinach,0.369
Xixia Mushroom (1),0.244
Garden Chrysanthemum,0.328
Niushou Youcai,0.372
Xixia Mushroom (1),0.129
Ping Mushroom,0.201
Net Lotus Root (1),0.42
Yunnan Shengcai,0.23
Xixia Mushroom (1),0.437
Caixin,0.336
Niushou Youcai,0.473
Niushou Shengcai,0.537
Spinach,0.453
Niushou Shengcai,0.369
Xixia Mushroom (1),0.423
Niushou Shengcai,0.805
Wuhu Green Pepper (1),0.239
Garden Chrysanthemum,0.303
Net Lotus Root (1),0.705
Xixia Mushroom (1),0.093
Broccoli,0.502
Wuhu Green Pepper (1),0.427
Xixia Mushroom (1),0.172
Shanghai Green (Bag),1.0
Spinach,0.336
Xiaoqingcai (1),0.625
Needle Mushroom (Bag) (2),1.0
Yunnan Shengcai,0.417
Net Lotus Root (1),0.487
Spinach,0.52
Ping Mushroom,0.389
Yunnan Shengcai,0.575
Xixia Mushroom (1),0.394
Needle Mushroom (Bag) (2),1.0
Spinach (Bag),1.0
Ping Mushroom,0.553
Xixia Mushroom (1),0.093
Xixia Mushroom (1),0.322
Wuhu Green Pepper (1),0.214
Garden Chrysanthemum,0.303
Spinach,0.252
Yunnan Shengcai,0.388
Net Lotus Root (1),0.369
Garden Chrysanthemum,0.303
Net Lotus Root (1),0.319
Yunnan Shengcai,0.517
Zhijiang Red Bolt,0.328
Niushou Youcai,0.372
Net Lotus Root (1),1.242
Spinach,0.336
Niushou Youcai,0.237
Garden Chrysanthemum,0.253
Xiaoqingcai (1),0.484
Yunnan Shengcai,0.331
Red Pepper (1),0.157
Garden Chrysanthemum,0.581
Caixin (Bag),1.0
Needle Mushroom (Bag) (2),1.0
Yunnan Shengcai,0.23
Xiaoqingcai (1),0.605
Xixia Mushroom (1),0.344
Net Lotus Root (1),1.175
Broccoli,0.502
Spinach,0.436
Water Chestnut,0.285
Garden Chrysanthemum,0.328
Xixia Mushroom (1),0.222
Niushou Shengcai,0.537
Xixia Mushroom (1),0.15
Xixia Mushroom (1),0.229
Ping Mushroom,0.201
Needle Mushroom (Bag) (2),1.0
Spinach,0.302
Xixia Mushroom (1),0.122
Broccoli,0.592
Garden Chrysanthemum,0.556
Spinach,0.285
Niushou Shengcai,0.638
Garden Chrysanthemum,0.303
Xixia Mushroom (1),0.308
Niushou Shengcai,0.336
Eggplant (2),0.934
Garden Chrysanthemum,0.328
Shanghai Green (Bag),1.0
Shanghai Green (Bag),1.0
Naibaicai,1.071
Net Lotus Root (1),1.292
Green Hot Peppers,0.512
Broccoli,0.257
Green Line Pepper,0.351
Wuhu Green Pepper (1),0.201
Broccoli,0.469
Niushou Youcai,0.27
Net Lotus Root (1),0.503
Garden Chrysanthemum,0.379
Spinach,0.487
Xixia Mushroom (1),0.444
Red Pepper (1),0.194
Wuhu Green Pepper (1),0.327
Niushou Shengcai,0.47
Broccoli,0.525
Wuhu Green Pepper (1),0.402
Yunnan Lettuces,0.402
Net Lotus Root (1),0.302
Spinach,0.302
Zhijiang Red Bolt,0.328
Spinach,0.554
Haixian Mushroom (Bag) (4),1.0
Naibaicai,0.255
Yunnan Shengcai,0.445
Millet Pepper (Bag),1.0
Yunnan Shengcai,0.187
Wuhu Green Pepper (1),0.327
Niushou Youcai,0.574
Wuhu Green Pepper (1),0.402
Red Pepper (1),0.32
Net Lotus Root (1),1.359
Niushou Shengcai,0.386
Broccoli,0.435
Needle Mushroom (Bag) (2),1.0
Xixia Mushroom (1),0.222
Niushou Youcai,0.743
Spinach,0.487
Broccoli,0.491
Xixia Mushroom (1),0.179
Xixia Mushroom (1),1.433
Caixin,0.319
Yunnan Shengcai,0.259
Dongmenkou Xiaobaicai,0.404
Spinach,0.285
Yunnan Shengcai,0.503
Spinach,0.352
Wuhu Green Pepper (1),0.188
Xixia Mushroom (1),0.287
Wuhu Green Pepper (1),0.226
Spinach,0.168
Net Lotus Root (1),1.091
Yunnan Leaf Lettuce (Bag),1.0
Caixin (Bag),1.0
Yunnan Shengcai,0.259
Spinach,0.436
Broccoli,0.357
Net Lotus Root (1),0.453
Zhijiang Red Bolt,0.556
Millet Pepper (Bag),1.0
Zhijiang Red Bolt,0.808
Broccoli,0.435
Naibaicai,0.255
Dongmenkou Xiaobaicai,0.429
Caixin (Bag),1.0
Net Lotus Root (1),0.252
Xixia Mushroom (1),0.093
Yunnan Shengcai,0.474
Green Line Pepper,0.322
Millet Pepper (Bag),1.0
Yunnan Shengcai,0.546
Ping Mushroom,0.339
Wuhu Green Pepper (1),0.352
Spinach,0.151
Net Lotus Root (1),0.99
Garden Chrysanthemum,0.303
Spinach,0.218
Ping Mushroom,0.339
Net Lotus Root (1),0.487
Eggplant (2),0.372
Broccoli,0.435
Naibaicai,0.306
Millet Pepper (Bag),1.0
Needle Mushroom (Bag) (2),1.0
Needle Mushroom (Bag) (2),1.0
Niushou Shengcai,0.537
Xixia Mushroom (1),0.229
Wuhu Green Pepper (1),0.302
Spinach,0.151
Broccoli,0.547
Wuhu Green Pepper (1),0.176
Spinach,0.319
Xixia Mushroom (1),0.301
Net Lotus Root (1),0.638
Needle Mushroom (Bag) (2),2.0
Net Lotus Root (1),0.587
Yunnan Shengcai,0.302
Green Line Pepper,0.222
Yunnan Lettuces,0.316
Naibaicai,0.459
Needle Mushroom (Bag) (2),1.0
Niushou Shengcai,0.755
Net Lotus Root (1),1.292
Zhijiang Red Bolt,0.758
Garden Chrysanthemum,0.278
Spinach,0.285
Yunnan Shengcai,0.158
Garden Chrysanthemum,0.227
Xixia Mushroom (1),0.444
Millet Pepper (Bag),1.0
Naibaicai,0.255
Xiaoqingcai (2),1.0
Zhijiang Red Bolt,0.379
Net Lotus Root (1),0.772
Net Lotus Root (1),0.352
Broccoli,0.547
Xixia Mushroom (1),0.251
Zhijiang Red Bolt,0.732
Spinach,0.319
Yunnan Shengcai,0.23
Niushou Youcai,0.642
Broccoli,0.625
Spinach,0.151
Xixia Mushroom (1),0.322
Wuhu Green Pepper (1),0.415
Zhijiang Red Bolt,0.379
Zhijiang Red Bolt,0.429
Xiaoqingcai (1),0.423
Broccoli,0.313
Net Lotus Root (1),0.873
Needle Mushroom (Bag) (2),1.0
Net Lotus Root (1),0.352
Water Chestnut,0.252
Wuhu Green Pepper (1),0.264
Needle Mushroom (Bag) (2),1.0
Haixian Mushroom (Bag) (4),1.0
Caixin,0.319
Net Lotus Root (1),0.906
Eggplant (2),0.311
Xixia Mushroom (1),0.459
Xiaoqingcai (1),0.423
Wuhu Green Pepper (1),0.226
Green Line Pepper,0.236
Xixia Mushroom (1),0.136
Spinach,0.285
Niushou Shengcai,0.554
Wuhu Green Pepper (1),0.226
Xixia Mushroom (1),0.15
Haixian Mushroom (Bag) (4),1.0
Spinach,0.302
Haixian Mushroom (Bag) (4),1.0
Xixia Mushroom (1),0.272
Net Lotus Root (1),1.074
Broccoli,0.725
Xixia Mushroom (1),0.15
Zhijiang Red Bolt,0.354
Garden Chrysanthemum,0.631
Xixia Mushroom (1),0.236
Spinach,0.319
Net Lotus Root (1),1.678
Xixia Mushroom (1),0.244
Caixin,0.621
Water Chestnut,0.638
Net Lotus Root (1),0.705
Xixia Mushroom (1),0.079
Net Lotus Root (1),0.587
Dongmenkou Xiaobaicai,0.758
Broccoli,0.458
Zhijiang Red Bolt,0.429
Net Lotus Root (1),1.191
Wuhu Green Pepper (1),0.565
Net Lotus Root (1),0.436
Broccoli,0.58
Broccoli,0.592
Wuhu Green Pepper (1),0.364
Garden Chrysanthemum,0.657
Wuhu Green Pepper (1),0.427
Xixia Mushroom (1),0.093
Broccoli,0.58
Broccoli,0.647
Net Lotus Root (1),1.091
Wuhu Green Pepper (1),0.377
Xixia Mushroom (1),0.315
Xixia Mushroom (1),0.817
Caixin,0.52
Wuhu Green Pepper (1),0.239
Zhijiang Red Bolt,0.682
Green Line Pepper,0.15
Yunnan Shengcai,0.345
Spinach,0.319
Spinach (Bag),1.0
Shanghai Green (Bag),1.0
Xixia Mushroom (1),0.401
Wuhu Green Pepper (1),0.276
Caixin,0.285
Green Line Pepper,0.344
Needle Mushroom (Bag) (2),1.0
Xixia Mushroom (1),0.201
Xixia Mushroom (1),0.931
